Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows
2017-05-05 00:00:00,16.52,69.97,0.074,0.037,0.085
2017-04-23 11:10:00,20.67,59.54,0.087,628.8,160.8
2017-12-15 19:00:00,15.27,67.42,0.086,0.07,0.119
2017-01-01 16:50:00,15.47,58.23,0.077,174.9,211.9
2017-05-05 14:40:00,25.56,32.33,4.921,829.0,63.51
2017-01-02 21:30:00,13.03,66.62,0.074,0.07,0.085
2017-05-13 05:00:00,16.96,90.4,0.069,0.055,0.152
2017-09-22 21:50:00,23.73,42.35,4.925,0.088,0.052
2017-08-10 12:00:00,30.29,49.02,4.904,827.0,156.2
2017-07-02 15:00:00,27.41,65.08,4.919,778.0,145.3
2017-06-26 01:20:00,21.43,87.2,4.914,0.037,0.145
2017-06-12 13:20:00,22.67,41.81,0.082,641.7,318.2
2017-12-14 20:10:00,13.12,72.0,0.086,0.04,0.085
2017-05-18 17:00:00,25.31,52.64,4.922,507.7,91.1
2017-11-19 20:30:00,18.02,65.18,0.082,0.04,0.052
2017-11-12 02:50:00,15.96,74.7,0.074,0.077,0.089
2017-04-29 08:00:00,13.9,,0.079,86.0,74.8
2017-01-13 03:00:00,14.85,85.9,0.084,0.055,0.159
2017-10-03 14:50:00,27.44,41.25,4.92,433.7,174.0
2017-01-11 19:50:00,15.78,67.09,0.085,0.07,0.111
2017-10-18 18:00:00,18.64,88.9,0.106,1.985,1.753
2017-11-03 06:50:00,14.57,84.0,0.081,0.044,0.126
2017-08-05 02:00:00,24.6,84.5,4.903,0.062,0.17
2017-06-23 21:40:00,22.7,52.77,4.918,0.069,
2017-06-23 18:30:00,27.87,32.49,4.919,301.4,322.0
2017-06-26 17:10:00,25.33,66.84,4.917,518.1,53.51
2017-07-10 21:00:00,31.12,23.41,4.913,0.124,0.163
2017-11-28 22:50:00,17.44,69.46,4.923,0.062,0.122
2017-05-31 08:40:00,19.65,86.6,4.92,426.8,388.1
2017-01-16 09:30:00,12.57,71.8,0.081,67.26,68.22
2017-06-30 22:40:00,22.25,65.64,4.926,0.062,0.107
2017-08-13 15:50:00,27.99,34.68,4.905,680.3,100.2
2017-12-17 13:00:00,17.7,60.48,0.084,485.4,35.43
2017-09-24 07:00:00,20.55,75.7,4.92,1.473,1.2
2017-06-23 22:10:00,22.21,55.77,4.918,0.069,0.13
2017-08-28 17:40:00,24.68,89.2,4.918,100.6,76.5
2017-07-02 19:40:00,25.77,75.3,4.921,77.5,70.3
2017-05-29 13:00:00,27.88,47.44,0.069,883.0,86.2
2017-04-08 22:00:00,14.44,89.8,0.073,0.106,0.189
2017-09-25 07:10:00,18.91,85.1,4.918,5.978,4.894
2017-03-15 11:10:00,16.67,54.21,0.09,643.1,61.03
2017-05-01 09:00:00,19.87,68.84,0.074,459.3,471.0
2017-07-28 04:50:00,25.47,60.22,4.908,0.124,0.056
2017-11-14 10:50:00,20.16,64.41,0.076,413.6,78.0
2017-12-27 14:30:00,15.9,59.11,0.085,249.3,139.6
2017-07-15 12:30:00,28.5,66.63,4.911,978.0,210.3
2017-11-29 21:20:00,15.02,66.72,0.072,0.077,0.037
2017-10-26 12:00:00,20.15,70.5,0.082,291.7,204.0
2017-12-14 01:30:00,12.87,59.05,0.093,0.055,0.141
2017-02-18 03:50:00,9.97,86.0,0.069,0.059,0.174
2017-04-18 10:40:00,19.49,51.56,0.09,715.0,63.66
2017-01-14 09:00:00,12.12,75.5,0.087,30.79,28.88
2017-07-02 23:10:00,24.4,82.3,4.917,0.077,0.133
2017-06-18 05:30:00,19.9,83.5,0.068,0.051,0.152
2017-10-19 03:20:00,17.79,93.3,0.103,0.08,
2017-03-24 21:00:00,13.69,48.87,0.085,0.044,0.104
2017-03-02 11:30:00,16.76,75.4,0.082,612.6,58.93
2017-02-17 23:10:00,10.63,81.7,0.076,0.055,0.208
2017-01-12 15:50:00,16.52,73.6,0.072,207.3,212.1
2017-09-26 07:00:00,17.68,90.0,4.918,1.799,1.43
2017-01-03 22:40:00,8.81,83.9,0.075,0.051,0.104
2017-10-02 08:40:00,20.12,56.62,4.923,82.3,64.78
2017-08-22 13:50:00,24.84,53.78,4.923,331.3,167.2
2017-04-17 09:10:00,14.11,82.2,0.083,450.9,359.8
2017-02-26 08:40:00,11.95,64.59,0.085,124.8,127.6
2017-09-30 21:20:00,19.49,82.8,4.923,0.11,0.052
2017-01-12 22:00:00,15.15,83.3,0.077,0.048,0.137
2017-09-06 02:50:00,22.71,78.6,0.239,0.069,0.115
2017-12-08 23:00:00,9.96,76.9,0.083,0.07,0.122
2017-07-15 06:20:00,25.15,82.0,4.911,5.049,4.05
2017-07-04 12:30:00,26.57,72.3,4.924,859.0,158.0
2017-01-24 03:40:00,8.99,75.6,0.082,0.062,0.115
2017-09-20 12:10:00,24.04,83.6,4.916,510.8,120.8
2017-10-16 15:50:00,20.76,84.8,0.067,27.31,23.58
2017-08-05 06:40:00,24.11,89.3,4.911,3.898,2.894
2017-05-21 15:20:00,20.8,62.96,0.071,801.0,91.8
2017-03-17 21:10:00,12.7,82.4,0.073,0.062,0.1
2017-10-20 11:00:00,21.94,74.6,4.913,539.2,69.47
2017-09-07 11:40:00,23.84,85.8,0.289,291.9,185.1
2017-05-07 07:00:00,16.58,62.26,0.081,96.7,90.9
2017-11-17 23:00:00,13.79,87.9,0.076,0.048,0.111
2017-01-07 12:40:00,14.86,66.21,0.083,345.1,96.7
2017-05-09 23:10:00,18.73,87.5,4.912,0.051,0.085
2017-01-23 08:40:00,8.96,82.6,0.08,36.78,36.44
2017-04-24 22:10:00,17.42,72.0,0.081,0.033,
2017-03-31 09:20:00,18.53,76.4,0.075,416.8,140.5
2017-01-29 09:10:00,13.59,60.73,4.922,124.8,108.7
2017-08-16 05:30:00,21.97,68.22,4.913,0.102,0.067
2017-02-18 02:10:00,10.44,90.9,0.071,0.062,0.226
2017-07-17 15:30:00,31.84,41.35,4.921,748.0,75.8
2017-04-09 19:20:00,15.38,82.3,0.073,13.95,13.38
2017-09-18 00:10:00,20.76,80.9,4.913,0.062,0.104
2017-11-28 20:50:00,17.7,66.35,4.922,0.055,0.089
2017-04-01 03:30:00,16.67,80.4,0.07,0.018,0.152
2017-11-17 09:50:00,12.2,75.5,0.087,151.1,113.8
2017-07-22 06:10:00,23.89,42.25,4.905,2.282,1.904
2017-02-10 21:40:00,10.01,82.3,4.917,0.099,0.1
2017-08-19 20:50:00,25.34,85.9,4.924,0.077,0.104
2017-10-21 04:20:00,16.69,86.6,4.913,0.073,0.119
2017-03-18 11:00:00,12.86,79.9,0.085,158.9,145.3
2017-01-08 19:20:00,15.18,72.9,0.073,0.055,0.108
2017-02-19 22:50:00,13.92,66.1,0.077,0.062,0.1
2017-01-08 03:40:00,,74.5,0.083,0.073,0.145
2017-05-17 22:50:00,18.13,83.6,4.924,0.091,0.115
2017-01-10 00:50:00,14.47,78.7,0.075,0.04,0.159
2017-05-16 03:50:00,17.46,86.7,4.915,0.04,0.126
2017-04-07 13:50:00,13.67,86.9,0.07,61.81,
2017-06-21 21:40:00,23.0,55.47,4.92,0.08,0.074
2017-06-29 00:40:00,21.83,81.9,4.916,0.055,0.152
2017-08-17 02:10:00,20.87,76.0,0.067,0.091,0.085
2017-03-19 04:00:00,10.33,89.8,0.085,0.048,0.174
2017-05-29 21:40:00,22.38,64.61,4.919,0.091,0.074
2017-02-01 09:10:00,9.71,65.44,4.916,163.6,166.9
2017-05-27 09:00:00,19.86,85.4,4.92,481.9,438.7
2017-08-29 16:30:00,26.75,78.9,4.928,394.0,230.1
2017-04-04 10:40:00,14.65,91.4,0.069,200.2,184.6
2017-01-17 16:40:00,13.98,46.81,0.085,208.6,249.4
2017-10-02 22:00:00,23.63,56.69,4.916,0.08,0.13
2017-11-27 08:00:00,8.92,87.9,2.369,1.712,1.653
2017-09-11 18:00:00,28.11,34.48,0.265,166.6,51.18
2017-11-24 13:40:00,17.21,39.34,4.917,495.1,31.68
2017-11-02 03:40:00,19.33,54.57,0.082,0.069,0.067
2017-09-14 12:10:00,25.16,46.82,0.304,731.0,80.1
2017-07-24 05:00:00,24.52,59.22,4.906,0.099,0.13
2017-04-05 11:50:00,15.82,80.1,0.07,68.46,63.78
2017-04-02 22:40:00,14.84,88.2,0.079,0.048,0.07
2017-04-13 08:30:00,15.72,86.7,0.077,27.91,24.59
2017-08-21 13:10:00,27.21,57.16,4.923,548.7,153.3
2017-11-18 11:10:00,18.56,74.0,4.917,440.3,75.8
2017-02-22 15:30:00,17.54,49.1,0.083,536.3,589.9
2017-10-09 13:50:00,22.65,69.5,0.065,568.2,297.8
2017-12-10 15:10:00,16.31,58.53,0.076,282.9,181.0
2017-03-26 19:00:00,17.58,65.99,0.082,57.96,66.93
2017-02-12 19:10:00,12.69,86.1,0.076,0.231,0.312
2017-10-07 05:30:00,16.92,63.99,4.916,0.091,0.111
2017-05-18 13:00:00,26.76,37.64,4.916,899.0,97.2
2017-02-03 22:40:00,12.75,72.0,0.078,0.044,0.115
2017-03-25 01:40:00,,64.49,0.083,0.04,0.13
2017-08-31 02:40:00,22.06,73.1,4.917,0.066,0.148
2017-11-16 00:30:00,14.7,81.5,0.079,0.062,0.107
2017-11-29 22:00:00,14.56,69.48,0.071,0.033,0.074
2017-12-02 21:10:00,15.35,66.19,0.084,0.059,0.141
2017-02-08 05:30:00,7.38,90.1,0.074,0.095,0.141
2017-01-01 14:10:00,15.79,56.66,0.076,467.7,39.94
2017-11-27 21:50:00,12.18,78.7,0.074,0.055,0.044
2017-10-01 11:40:00,25.77,53.89,4.925,657.0,58.37
2017-07-16 16:40:00,27.56,74.9,4.917,273.8,206.8
2017-05-16 05:50:00,17.83,80.6,4.912,0.183,0.3
2017-11-14 16:50:00,20.47,65.14,0.07,146.6,164.8
2017-02-24 08:20:00,10.98,68.89,0.087,66.54,66.98
2017-07-08 20:00:00,26.48,69.6,4.902,38.03,34.44
2017-08-07 19:00:00,27.92,71.2,4.904,94.0,77.0
2017-09-29 23:10:00,18.62,80.1,4.924,0.088,0.074
2017-06-05 05:40:00,19.83,89.5,0.066,0.143,0.148
2017-09-21 05:30:00,20.34,66.42,4.916,0.044,0.13
2017-09-04 09:00:00,19.74,66.79,0.194,227.3,104.8
2017-09-10 06:20:00,19.63,73.2,0.335,0.084,0.107
2017-03-19 00:20:00,11.68,87.0,0.084,0.033,0.204
2017-04-02 03:40:00,15.02,87.2,0.07,0.015,0.167
2017-04-19 12:40:00,19.08,59.41,0.075,870.0,51.0
2017-03-12 13:30:00,19.15,43.12,0.085,788.0,99.2
2017-11-14 14:10:00,21.21,59.94,0.071,472.2,76.9
2017-08-09 06:40:00,25.95,88.2,4.909,0.771,0.552
2017-09-17 20:40:00,21.7,72.9,4.923,0.091,0.07
2017-12-16 07:40:00,11.52,82.8,,0.037,0.167
2017-08-07 03:40:00,26.73,74.5,,0.088,0.119
2017-01-17 13:00:00,13.39,47.71,0.084,531.9,512.3
2017-07-11 20:20:00,27.25,58.49,4.911,12.76,10.92
2017-09-20 14:50:00,25.96,69.62,4.923,653.5,57.5
2017-07-28 15:00:00,35.92,28.21,4.908,770.0,99.7
2017-03-09 11:40:00,13.62,80.2,0.076,435.5,354.4
2017-07-29 17:40:00,32.82,26.28,4.907,436.4,31.66
2017-03-04 19:20:00,14.11,54.47,4.919,2.96,2.9
2017-01-10 18:30:00,14.12,75.2,0.092,1.684,1.706
2017-09-19 09:20:00,21.75,88.2,4.915,166.5,137.5
2017-09-13 22:40:00,22.44,63.32,0.276,0.077,0.107
2017-02-02 02:30:00,9.09,63.0,4.916,0.048,0.141
2017-10-10 06:50:00,19.86,88.6,0.067,0.073,0.144
2017-09-25 03:20:00,18.47,88.1,4.916,0.088,0.081
2017-10-28 07:20:00,12.53,87.3,4.911,0.797,0.652
2017-08-24 08:20:00,19.51,76.4,4.912,271.3,32.91
2017-06-18 04:20:00,19.9,86.5,0.067,0.033,0.185
2017-02-26 06:40:00,11.23,68.72,0.084,0.04,0.174
2017-02-03 06:30:00,12.87,74.7,4.915,0.062,0.093
2017-08-03 09:40:00,25.78,59.66,4.906,516.3,100.4
2017-12-02 05:50:00,15.48,64.28,0.081,0.044,0.171
2017-07-19 10:10:00,31.46,30.12,4.917,673.4,52.0
2017-02-12 13:30:00,12.96,85.8,0.07,307.7,297.3
2017-07-02 12:30:00,27.14,57.81,4.919,848.0,127.2
2017-10-24 22:10:00,20.16,78.1,4.918,0.066,0.104
2017-04-12 02:20:00,15.23,87.2,0.069,0.059,0.104
2017-09-11 18:20:00,27.12,37.71,0.273,123.4,55.56
2017-10-07 19:50:00,20.73,47.58,4.923,0.091,0.111
2017-02-20 20:40:00,10.67,82.1,0.072,0.048,0.111
2017-05-01 03:10:00,16.9,70.8,0.08,0.055,0.156
2017-02-23 23:50:00,15.46,55.51,0.078,0.04,0.111
2017-06-10 14:10:00,22.57,59.86,0.08,453.4,238.0
2017-12-01 12:10:00,19.03,59.48,0.084,533.0,110.9
2017-12-01 09:30:00,15.99,73.7,0.082,178.1,76.6
2017-02-21 04:50:00,6.969,89.2,0.087,0.062,0.119
2017-11-25 05:50:00,14.78,65.9,0.075,0.044,0.082
2017-05-12 04:00:00,18.11,88.5,0.065,0.033,0.111
2017-04-09 02:40:00,14.33,90.2,0.069,0.128,0.111
2017-06-06 19:50:00,21.3,84.2,0.07,41.19,34.99
2017-01-17 05:40:00,10.15,,0.079,0.055,0.111
2017-11-19 07:00:00,9.87,87.6,4.926,0.059,0.115
2017-03-29 03:00:00,15.68,58.69,4.923,0.026,0.148
2017-12-30 12:50:00,14.47,38.58,0.079,498.4,38.09
2017-05-19 03:40:00,17.78,71.8,0.077,0.08,0.119
2017-02-19 13:30:00,13.58,72.6,0.075,134.1,134.2
2017-07-28 21:30:00,28.26,43.91,4.911,0.113,0.067
2017-03-27 02:20:00,12.36,86.2,0.083,0.026,0.167
2017-10-12 00:00:00,18.95,77.8,0.08,0.059,0.111
2017-09-22 06:50:00,21.64,47.52,4.924,0.453,0.385
2017-05-18 12:00:00,25.38,42.41,4.92,868.0,102.6
2017-07-17 19:10:00,32.38,36.28,4.921,159.2,167.6
2017-09-03 03:50:00,19.93,57.89,4.922,0.091,0.089
2017-08-03 11:30:00,30.13,48.33,4.904,751.0,106.0
2017-04-22 05:30:00,14.59,90.2,0.074,0.044,0.115
2017-09-21 10:10:00,26.52,47.72,4.921,518.8,62.09
2017-03-03 18:50:00,19.57,55.56,4.915,27.87,28.93
2017-03-01 07:50:00,9.89,89.0,0.093,6.609,6.308
2017-09-27 08:50:00,21.01,84.2,4.911,189.8,56.63
2017-07-03 13:50:00,26.67,71.1,4.923,550.7,320.6
2017-08-19 03:00:00,23.57,72.0,0.06,0.084,0.133
2017-04-15 13:20:00,20.9,51.03,0.088,264.0,214.9
2017-12-02 17:40:00,16.51,59.28,0.084,18.6,19.33
2017-10-19 18:00:00,21.31,78.1,4.916,74.5,54.88
2017-12-05 10:50:00,11.66,76.2,0.082,224.4,94.7
2017-08-05 14:40:00,29.41,60.69,4.906,390.2,249.1
2017-05-06 08:30:00,18.0,80.7,4.914,389.9,381.5
2017-03-02 23:30:00,13.84,86.1,4.915,0.011,0.133
2017-02-08 17:10:00,12.27,67.71,,123.7,126.5
2017-05-02 13:10:00,28.9,31.36,0.066,774.0,208.5
2017-03-08 00:30:00,10.83,85.2,0.077,0.044,0.126
2017-01-12 14:40:00,16.83,73.6,0.073,458.6,334.5
2017-10-26 06:10:00,20.26,64.34,0.087,0.069,0.111
2017-12-10 00:20:00,9.59,77.5,0.089,0.037,0.1
2017-09-16 22:50:00,18.4,58.86,4.924,0.059,0.096
2017-11-30 21:40:00,13.46,84.2,0.071,0.051,0.067
2017-03-21 02:50:00,11.45,84.4,0.079,0.073,0.141
2017-06-04 13:40:00,22.55,70.2,0.067,404.4,313.4
2017-04-30 15:50:00,25.98,36.64,4.925,694.4,64.49
2017-10-27 22:00:00,17.49,72.8,4.914,0.048,0.156
2017-10-25 08:10:00,18.12,91.3,6.325,36.76,32.87
2017-03-11 08:50:00,10.65,,4.919,223.4,161.8
2017-02-06 04:30:00,10.63,46.58,0.084,0.084,0.089
2017-04-01 01:00:00,16.72,86.7,0.068,0.029,0.163
2017-10-29 12:20:00,20.95,71.6,4.92,291.6,234.8
2017-03-24 04:00:00,10.34,66.58,0.084,0.062,0.111
2017-06-18 20:40:00,,81.9,0.065,0.826,0.682
2017-03-30 19:30:00,21.83,52.65,4.921,10.28,9.59
2017-08-06 18:30:00,29.0,68.69,4.904,103.6,83.4
2017-11-29 12:20:00,19.48,54.25,4.922,506.9,63.69
2017-08-10 10:40:00,27.99,55.59,4.903,315.4,239.5
2017-05-21 21:30:00,18.44,68.8,0.072,0.066,0.059
2017-10-15 13:10:00,22.78,67.93,0.069,244.0,
2017-05-01 19:50:00,22.8,46.3,0.073,13.86,13.15
2017-04-09 17:40:00,16.14,79.8,0.073,185.3,174.3
2017-03-13 11:10:00,14.69,73.4,0.09,616.5,103.5
2017-12-10 12:20:00,15.46,71.5,0.079,383.1,155.6
2017-04-03 18:50:00,15.26,82.8,0.076,11.33,10.27
2017-10-13 03:20:00,18.63,60.25,0.095,0.077,0.13
2017-08-13 10:10:00,25.14,44.51,4.905,648.7,36.76
2017-06-12 07:00:00,17.94,67.79,0.081,42.76,32.95
2017-08-20 04:30:00,24.24,92.7,4.923,0.099,0.122
2017-12-20 06:10:00,14.28,74.0,0.076,0.048,0.152
2017-07-14 02:40:00,22.95,89.9,4.914,0.077,0.119
2017-12-19 13:30:00,14.29,74.6,0.086,487.8,48.13
2017-10-17 16:40:00,23.12,75.5,0.089,64.1,57.97
2017-01-03 06:30:00,11.16,77.3,0.082,0.048,0.163
2017-04-12 11:00:00,16.47,85.3,0.072,267.3,252.8
2017-06-09 03:00:00,19.95,73.4,0.08,0.069,0.122
2017-12-24 10:10:00,8.58,94.7,0.081,258.1,92.8
2017-07-06 17:50:00,29.96,56.46,4.915,401.6,220.9
2017-12-30 17:00:00,14.15,41.52,0.076,140.0,175.0
2017-12-06 10:50:00,9.43,69.74,4.655,375.9,35.03
2017-12-14 19:10:00,13.73,67.44,0.083,0.088,0.13
2017-09-30 22:40:00,18.56,86.0,,0.117,0.104
2017-07-24 02:00:00,26.35,47.95,4.904,0.088,0.133
2017-11-16 01:00:00,14.54,81.1,0.079,0.073,0.104
2017-09-26 13:20:00,23.9,61.65,5.012,747.0,37.45
2017-07-13 11:00:00,27.22,67.97,4.907,761.0,107.5
2017-02-19 14:20:00,13.93,69.15,0.071,165.1,165.9
2017-05-02 20:20:00,24.37,39.93,0.086,0.15,0.111
2017-05-16 11:20:00,20.36,68.5,4.924,839.0,192.8
2017-12-20 05:20:00,14.41,73.1,0.079,0.037,0.141
2017-03-25 16:40:00,17.4,44.1,0.086,504.9,490.6
2017-11-12 12:10:00,21.23,61.64,0.073,537.2,75.6
2017-01-05 23:10:00,9.81,83.2,0.085,0.07,0.167
2017-07-10 02:50:00,21.94,64.57,4.91,0.073,0.13
2017-11-18 20:10:00,14.89,85.2,4.924,0.037,0.096
2017-10-26 13:20:00,20.51,70.9,0.083,194.1,155.9
2017-05-26 14:30:00,22.26,68.2,4.918,864.0,60.6
2017-08-30 23:40:00,21.72,78.3,4.92,0.077,0.137
2017-04-20 10:30:00,16.3,83.4,0.072,72.4,59.32
2017-10-11 13:10:00,26.1,44.09,0.082,376.4,184.9
2017-12-21 10:40:00,16.06,67.02,0.077,63.96,65.34
2017-08-15 20:20:00,24.72,53.05,4.905,0.764,0.593
2017-12-15 19:10:00,15.16,68.69,0.086,0.055,0.115
2017-05-11 20:30:00,19.3,84.2,0.07,0.139,0.185
2017-10-04 15:50:00,24.86,61.39,4.931,110.6,89.6
2017-04-08 02:30:00,13.64,89.1,0.071,0.066,0.148
2017-07-05 23:50:00,25.0,84.4,4.92,0.073,0.185
2017-12-09 10:40:00,8.83,81.9,0.089,335.1,56.01
2017-04-28 18:00:00,20.96,40.11,0.083,242.6,227.8
2017-10-23 07:30:00,18.19,86.8,4.914,0.439,0.371
2017-05-25 00:20:00,17.47,84.8,4.919,0.055,0.126
2017-10-08 06:10:00,13.66,75.3,,0.055,0.085
2017-04-05 07:10:00,15.03,86.8,0.072,2.294,2.006
2017-05-09 06:00:00,16.71,88.9,4.918,0.483,0.5
2017-02-08 19:50:00,9.41,85.9,4.918,0.055,0.178
2017-04-25 14:20:00,20.06,63.6,0.079,251.5,195.8
2017-09-10 22:50:00,21.35,87.2,0.3,0.091,0.137
2017-06-17 05:40:00,19.44,85.8,0.068,0.34,0.315
2017-05-30 10:50:00,22.79,72.4,4.927,795.0,416.1
2017-08-02 18:40:00,28.27,74.6,4.911,271.5,240.9
2017-12-17 04:00:00,9.93,83.8,0.082,0.048,0.208
2017-12-20 04:50:00,14.42,73.9,0.076,0.066,0.148
2017-06-03 22:30:00,20.41,82.3,0.072,0.059,0.133
2017-07-15 18:50:00,26.81,73.8,4.917,152.9,129.1
2017-08-16 05:20:00,21.96,66.82,4.913,0.077,0.104
2017-08-02 00:40:00,26.16,84.4,4.911,0.088,0.122
2017-03-31 20:20:00,17.69,83.8,0.068,0.044,0.115
2017-08-08 06:00:00,25.61,92.0,4.91,0.099,0.159
2017-09-17 10:00:00,19.79,57.9,4.923,507.4,42.84
2017-09-01 14:20:00,28.5,41.78,4.921,729.0,104.8
2017-02-22 20:10:00,13.34,67.29,0.083,0.059,0.108
2017-08-17 06:40:00,20.48,76.1,0.073,6.937,5.493
2017-03-24 20:10:00,13.43,53.2,0.088,0.055,0.119
2017-03-26 00:40:00,13.05,62.78,0.085,0.059,0.119
2017-07-13 10:50:00,27.29,67.93,4.908,743.0,109.6
2017-08-01 14:30:00,28.33,73.6,4.903,798.0,211.6
2017-03-03 09:40:00,13.97,81.5,4.914,313.1,82.9
2017-02-22 23:00:00,12.57,66.76,0.085,0.051,0.145
2017-02-23 08:20:00,15.28,57.88,0.079,74.9,75.7
2017-12-17 07:30:00,9.03,85.4,0.083,0.033,0.156
2017-08-13 16:10:00,27.49,34.81,4.904,484.1,116.4
2017-01-02 14:00:00,15.56,56.03,0.075,470.9,42.8
2017-09-14 05:40:00,20.83,70.6,0.277,0.073,0.119
2017-01-10 04:20:00,14.39,78.9,0.078,0.04,0.126
2017-10-13 18:30:00,23.94,54.58,0.087,11.25,8.5
2017-09-04 08:00:00,18.59,69.76,0.209,100.4,
2017-10-13 13:30:00,24.87,53.06,0.073,169.3,150.1
2017-05-08 00:40:00,16.66,74.8,0.083,0.04,0.145
2017-07-23 07:20:00,22.88,54.09,4.908,146.0,135.9
2017-05-24 16:00:00,18.49,70.0,4.926,172.2,136.9
2017-12-26 22:30:00,15.18,52.81,0.08,0.059,0.1
2017-06-19 07:00:00,20.04,88.0,0.069,47.87,37.01
2017-08-04 14:20:00,27.08,73.8,4.905,416.2,276.7
2017-09-10 00:50:00,22.55,66.72,0.294,0.08,0.141
2017-10-08 15:30:00,22.08,61.93,4.924,491.1,50.37
2017-09-10 09:00:00,20.79,71.5,0.314,371.6,97.5
2017-06-22 05:10:00,18.11,61.51,4.916,0.08,0.13
